InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,IsReturn,InvoiceYearMonth,InvoiceDateOnly,Weekday,CohortMonth,OrderMonth
548612,22499,WOODEN UNION JACK BUNTING,3,2011-04-01 11:34:00,5.95,13137,United Kingdom,17.85,False,2011-04,2011-04-01,Friday,2011-02,2011-04
552358,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-05-09 12:20:00,3.25,15673,United Kingdom,19.5,False,2011-05,2011-05-09,Monday,2011-01,2011-05
546753,85049D,BRIGHT BLUES RIBBONS ,1,2011-03-16 13:00:00,1.25,16383,United Kingdom,1.25,False,2011-03,2011-03-16,Wednesday,2011-03,2011-03
C537602,22659,LUNCH BOX I LOVE LONDON,-4,2010-12-07 12:45:00,1.65,17511,United Kingdom,-6.6,True,2010-12,2010-12-07,Tuesday,2010-12,2010-12
570249,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-10-10 08:58:00,1.25,17509,United Kingdom,15.0,False,2011-10,2011-10-10,Monday,2011-10,2011-10
569228,20837,FRENCH FLORAL CUSHION COVER ,6,2011-10-02 14:47:00,0.83,15547,United Kingdom,4.9799999999999995,False,2011-10,2011-10-02,Sunday,2010-12,2011-10
569230,23394,POSTE FRANCE CUSHION COVER,2,2011-10-02 15:07:00,3.75,16533,United Kingdom,7.5,False,2011-10,2011-10-02,Sunday,2011-10,2011-10
537022,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-12-03 15:45:00,1.25,12725,Italy,15.0,False,2010-12,2010-12-03,Friday,2010-12,2010-12
566234,85230B,CINNAMON SCENTED VOTIVE CANDLE,48,2011-09-11 11:08:00,0.29,15035,United Kingdom,13.919999999999998,False,2011-09,2011-09-11,Sunday,2011-09,2011-09
C572120,21907,I'M ON HOLIDAY METAL SIGN,-1,2011-10-20 19:29:00,2.1,14911,EIRE,-2.1,True,2011-10,2011-10-20,Thursday,2010-12,2011-10
570488,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-10-10 17:12:00,4.13,14096,United Kingdom,4.13,False,2011-10,2011-10-10,Monday,2011-08,2011-10
565766,22136,LOVE HEART SOCK HANGER,2,2011-09-06 14:23:00,1.65,17841,United Kingdom,3.3,False,2011-09,2011-09-06,Tuesday,2010-12,2011-09
540817,21407,BROWN CHECK CAT DOORSTOP ,3,2011-01-11 12:56:00,4.25,14209,United Kingdom,12.75,False,2011-01,2011-01-11,Tuesday,2011-01,2011-01
573264,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,2011-10-28 12:36:00,4.15,14415,United Kingdom,4.15,False,2011-10,2011-10-28,Friday,2010-12,2011-10
554985,22849,BREAD BIN DINER STYLE MINT,1,2011-05-29 12:26:00,16.95,12426,Germany,16.95,False,2011-05,2011-05-29,Sunday,2011-05,2011-05
544462,22907,PACK OF 20 NAPKINS PANTRY DESIGN,6,2011-02-20 14:21:00,0.85,17050,United Kingdom,5.1,False,2011-02,2011-02-20,Sunday,2011-02,2011-02
563016,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-08-11 12:44:00,2.1,15358,United Kingdom,12.600000000000001,False,2011-08,2011-08-11,Thursday,2010-12,2011-08
557856,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-06-23 11:47:00,0.62,16647,United Kingdom,7.4399999999999995,False,2011-06,2011-06-23,Thursday,2011-05,2011-06
557057,22610,PENS ASSORTED FUNNY FACE,36,2011-06-16 14:46:00,0.19,16843,United Kingdom,6.84,False,2011-06,2011-06-16,Thursday,2011-01,2011-06
559367,22978,PANTRY ROLLING PIN,6,2011-07-08 09:38:00,3.75,13013,United Kingdom,22.5,False,2011-07,2011-07-08,Friday,2010-12,2011-07
545995,23230,WRAP ALPHABET DESIGN,25,2011-03-08 13:54:00,0.42,15023,United Kingdom,10.5,False,2011-03,2011-03-08,Tuesday,2010-12,2011-03
552185,21244,BLUE POLKADOT PLATE ,16,2011-05-06 13:52:00,1.69,12921,United Kingdom,27.04,False,2011-05,2011-05-06,Friday,2010-12,2011-05
555495,21621,VINTAGE UNION JACK BUNTING,4,2011-06-03 14:42:00,8.5,17068,United Kingdom,34.0,False,2011-06,2011-06-03,Friday,2010-12,2011-06
552969,22652,TRAVEL SEWING KIT,10,2011-05-12 13:37:00,1.65,14021,United Kingdom,16.5,False,2011-05,2011-05-12,Thursday,2011-03,2011-05
572240,22867,HAND WARMER BIRD DESIGN,96,2011-10-21 15:18:00,1.85,13709,United Kingdom,177.60000000000002,False,2011-10,2011-10-21,Friday,2011-01,2011-10
563210,22142,CHRISTMAS CRAFT WHITE FAIRY ,4,2011-08-14 12:27:00,1.45,16466,United Kingdom,5.8,False,2011-08,2011-08-14,Sunday,2011-02,2011-08
570674,22944,CHRISTMAS METAL POSTCARD WITH BELLS,72,2011-10-11 14:59:00,0.39,14911,EIRE,28.080000000000002,False,2011-10,2011-10-11,Tuesday,2010-12,2011-10
576098,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-11-14 10:01:00,1.25,14862,United Kingdom,15.0,False,2011-11,2011-11-14,Monday,2011-07,2011-11
559672,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,7,2011-07-11 14:04:00,0.55,14796,United Kingdom,3.8500000000000005,False,2011-07,2011-07-11,Monday,2010-12,2011-07
558271,22470,HEART OF WICKER LARGE,12,2011-06-28 10:17:00,2.95,13895,United Kingdom,35.400000000000006,False,2011-06,2011-06-28,Tuesday,2011-06,2011-06
540365,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,2011-01-06 16:12:00,5.95,12413,France,17.85,False,2011-01,2011-01-06,Thursday,2011-01,2011-01
573038,23355,HOT WATER BOTTLE KEEP CALM,1,2011-10-27 13:48:00,4.95,17545,United Kingdom,4.95,False,2011-10,2011-10-27,Thursday,2011-10,2011-10
550347,22570,FELTCRAFT CUSHION RABBIT,4,2011-04-18 09:33:00,3.75,14227,United Kingdom,15.0,False,2011-04,2011-04-18,Monday,2011-02,2011-04
559160,21668,RED STRIPE CERAMIC DRAWER KNOB,6,2011-07-06 16:15:00,1.25,17293,United Kingdom,7.5,False,2011-07,2011-07-06,Wednesday,2010-12,2011-07
564749,POST,POSTAGE,2,2011-08-30 08:15:00,18.0,12708,Germany,36.0,False,2011-08,2011-08-30,Tuesday,2010-12,2011-08
572517,21882,SKULLS TAPE,3,2011-10-24 14:47:00,0.65,15068,United Kingdom,1.9500000000000002,False,2011-10,2011-10-24,Monday,2011-03,2011-10
539722,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2010-12-21 13:45:00,4.95,14911,EIRE,14.850000000000001,False,2010-12,2010-12-21,Tuesday,2010-12,2010-12
577557,23415,HOME SWEET HOME HOOK,3,2011-11-20 15:36:00,1.65,15426,United Kingdom,4.949999999999999,False,2011-11,2011-11-20,Sunday,2010-12,2011-11
551981,21733,RED HANGING HEART T-LIGHT HOLDER,96,2011-05-05 13:53:00,2.55,13694,United Kingdom,244.79999999999998,False,2011-05,2011-05-05,Thursday,2010-12,2011-05
579267,23234,BISCUIT TIN VINTAGE CHRISTMAS,18,2011-11-29 09:42:00,2.89,14961,United Kingdom,52.02,False,2011-11,2011-11-29,Tuesday,2010-12,2011-11
580384,21136,PAINTED METAL PEARS ASSORTED,24,2011-12-04 10:10:00,1.69,17243,United Kingdom,40.56,False,2011-12,2011-12-04,Sunday,2010-12,2011-12
549572,22193,RED DINER WALL CLOCK,1,2011-04-10 15:32:00,8.5,17757,United Kingdom,8.5,False,2011-04,2011-04-10,Sunday,2010-12,2011-04
553577,22435,SET OF 9 HEART SHAPED BALLOONS,48,2011-05-18 10:34:00,1.25,12437,France,60.0,False,2011-05,2011-05-18,Wednesday,2011-01,2011-05
546538,82580,BATHROOM METAL SIGN,12,2011-03-14 14:51:00,0.55,16327,United Kingdom,6.6000000000000005,False,2011-03,2011-03-14,Monday,2010-12,2011-03
572882,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-10-26 13:36:00,5.95,18226,United Kingdom,17.85,False,2011-10,2011-10-26,Wednesday,2011-01,2011-10
552418,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,2011-05-09 12:42:00,0.85,13971,United Kingdom,10.2,False,2011-05,2011-05-09,Monday,2011-02,2011-05
559547,22029,SPACEBOY BIRTHDAY CARD,12,2011-07-10 15:12:00,0.42,17758,United Kingdom,5.04,False,2011-07,2011-07-10,Sunday,2011-04,2011-07
578921,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-11-27 11:57:00,0.55,13596,United Kingdom,0.55,False,2011-11,2011-11-27,Sunday,2011-11,2011-11
578013,21329,DINOSAURS  WRITING SET ,2,2011-11-22 12:55:00,1.65,17360,United Kingdom,3.3,False,2011-11,2011-11-22,Tuesday,2011-06,2011-11
567066,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2011-09-16 12:17:00,3.75,13418,United Kingdom,15.0,False,2011-09,2011-09-16,Friday,2010-12,2011-09
572484,84997B,CHILDRENS CUTLERY RETROSPOT RED ,2,2011-10-24 13:50:00,4.15,17220,United Kingdom,8.3,False,2011-10,2011-10-24,Monday,2010-12,2011-10
543272,22663,JUMBO BAG DOLLY GIRL DESIGN,5,2011-02-06 11:11:00,1.95,14810,United Kingdom,9.75,False,2011-02,2011-02-06,Sunday,2010-12,2011-02
555340,21174,POTTERING IN THE SHED METAL SIGN,12,2011-06-02 11:33:00,2.08,13334,United Kingdom,24.96,False,2011-06,2011-06-02,Thursday,2011-02,2011-06
567516,22570,FELTCRAFT CUSHION RABBIT,4,2011-09-20 15:31:00,3.75,13138,United Kingdom,15.0,False,2011-09,2011-09-20,Tuesday,2010-12,2011-09
539211,22555,PLASTERS IN TIN STRONGMAN,12,2010-12-16 12:15:00,1.65,16743,United Kingdom,19.799999999999997,False,2010-12,2010-12-16,Thursday,2010-12,2010-12
579949,21790,VINTAGE SNAP CARDS,12,2011-12-01 11:00:00,0.85,16700,United Kingdom,10.2,False,2011-12,2011-12-01,Thursday,2010-12,2011-12
553686,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,48,2011-05-18 13:58:00,1.25,14911,EIRE,60.0,False,2011-05,2011-05-18,Wednesday,2010-12,2011-05
553503,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-05-17 13:20:00,0.55,14606,United Kingdom,0.55,False,2011-05,2011-05-17,Tuesday,2010-12,2011-05
556876,84836,ZINC METAL HEART DECORATION,2,2011-06-15 11:56:00,1.25,16241,United Kingdom,2.5,False,2011-06,2011-06-15,Wednesday,2010-12,2011-06
548176,22147,FELTCRAFT BUTTERFLY HEARTS,2,2011-03-29 14:20:00,1.45,13439,United Kingdom,2.9,False,2011-03,2011-03-29,Tuesday,2011-03,2011-03
544670,21385,IVORY HANGING DECORATION  HEART,2,2011-02-22 15:22:00,0.85,16161,United Kingdom,1.7,False,2011-02,2011-02-22,Tuesday,2010-12,2011-02
572304,22558,CLOTHES PEGS RETROSPOT PACK 24 ,7,2011-10-23 15:07:00,1.65,17131,United Kingdom,11.549999999999999,False,2011-10,2011-10-23,Sunday,2011-09,2011-10
566396,22697,GREEN REGENCY TEACUP AND SAUCER,24,2011-09-12 12:51:00,2.55,14292,United Kingdom,61.199999999999996,False,2011-09,2011-09-12,Monday,2011-01,2011-09
549577,22026,BANQUET BIRTHDAY  CARD  ,12,2011-04-11 08:16:00,0.42,14286,United Kingdom,5.04,False,2011-04,2011-04-11,Monday,2011-04,2011-04
544658,48194,DOORMAT HEARTS,10,2011-02-22 13:18:00,6.75,13113,United Kingdom,67.5,False,2011-02,2011-02-22,Tuesday,2010-12,2011-02
579467,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2011-11-29 14:57:00,2.95,15755,United Kingdom,17.700000000000003,False,2011-11,2011-11-29,Tuesday,2011-02,2011-11
555517,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-06-05 10:54:00,4.15,13131,United Kingdom,16.6,False,2011-06,2011-06-05,Sunday,2011-06,2011-06
548388,84247G,"DECOUPAGE,GREETING CARD,",12,2011-03-30 16:52:00,0.42,13268,United Kingdom,5.04,False,2011-03,2011-03-30,Wednesday,2011-03,2011-03
576779,23471,SIX DRAWER OFFICE TIDY,1,2011-11-16 13:25:00,9.95,14554,United Kingdom,9.95,False,2011-11,2011-11-16,Wednesday,2011-10,2011-11
580833,21733,RED HANGING HEART T-LIGHT HOLDER,3,2011-12-06 11:41:00,2.95,16764,United Kingdom,8.850000000000001,False,2011-12,2011-12-06,Tuesday,2011-07,2011-12
577524,23210,WHITE ROCKING HORSE HAND PAINTED,3,2011-11-20 13:33:00,1.25,16905,United Kingdom,3.75,False,2011-11,2011-11-20,Sunday,2010-12,2011-11
563104,22465,HANGING METAL STAR LANTERN,12,2011-08-12 10:13:00,1.65,13888,United Kingdom,19.799999999999997,False,2011-08,2011-08-12,Friday,2011-05,2011-08
548404,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-03-31 09:38:00,2.95,16398,United Kingdom,17.700000000000003,False,2011-03,2011-03-31,Thursday,2011-03,2011-03
572843,22104,MIRROR MOSAIC CANDLE PLATE,12,2011-10-26 12:06:00,1.45,14315,United Kingdom,17.4,False,2011-10,2011-10-26,Wednesday,2011-03,2011-10
575187,21500,PINK POLKADOT WRAP ,25,2011-11-09 09:06:00,0.42,16759,United Kingdom,10.5,False,2011-11,2011-11-09,Wednesday,2011-11,2011-11
580305,51014A,"FEATHER PEN,HOT PINK",12,2011-12-02 14:26:00,0.39,12970,United Kingdom,4.68,False,2011-12,2011-12-02,Friday,2011-01,2011-12
560360,23131,MISTLETOE HEART WREATH CREAM,8,2011-07-18 11:55:00,4.15,12744,Singapore,33.2,False,2011-07,2011-07-18,Monday,2011-01,2011-07
571564,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-10-18 10:16:00,2.1,16019,United Kingdom,12.600000000000001,False,2011-10,2011-10-18,Tuesday,2010-12,2011-10
581584,20832,RED FLOCK LOVE HEART PHOTO FRAME,72,2011-12-09 12:25:00,0.72,13777,United Kingdom,51.839999999999996,False,2011-12,2011-12-09,Friday,2010-12,2011-12
580160,22557,PLASTERS IN TIN VINTAGE PAISLEY ,24,2011-12-02 10:47:00,1.65,12700,France,39.599999999999994,False,2011-12,2011-12-02,Friday,2011-05,2011-12
561026,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2011-07-24 10:49:00,2.08,17265,United Kingdom,4.16,False,2011-07,2011-07-24,Sunday,2011-06,2011-07
578783,21739,COSY SLIPPER SHOES SMALL GREEN,1,2011-11-25 11:58:00,2.95,12748,United Kingdom,2.95,False,2011-11,2011-11-25,Friday,2010-12,2011-11
547048,22549,PICTURE DOMINOES,12,2011-03-20 11:52:00,1.45,14911,EIRE,17.4,False,2011-03,2011-03-20,Sunday,2010-12,2011-03
548202,22956,36 FOIL HEART CAKE CASES,6,2011-03-29 16:36:00,2.1,16980,United Kingdom,12.600000000000001,False,2011-03,2011-03-29,Tuesday,2011-02,2011-03
560942,22131,FOOD CONTAINER SET 3 LOVE HEART ,2,2011-07-22 11:31:00,1.95,15005,United Kingdom,3.9,False,2011-07,2011-07-22,Friday,2010-12,2011-07
565429,23394,POSTE FRANCE CUSHION COVER,6,2011-09-04 12:54:00,3.75,16434,United Kingdom,22.5,False,2011-09,2011-09-04,Sunday,2011-02,2011-09
550539,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,2011-04-19 11:27:00,1.25,13479,United Kingdom,15.0,False,2011-04,2011-04-19,Tuesday,2011-04,2011-04
562445,23267,SET OF 4 SANTA PLACE SETTINGS,12,2011-08-04 18:51:00,1.25,12417,Belgium,15.0,False,2011-08,2011-08-04,Thursday,2010-12,2011-08
562540,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2011-08-05 15:38:00,1.25,17400,United Kingdom,6.25,False,2011-08,2011-08-05,Friday,2010-12,2011-08
574501,21402,RED  EGG  SPOON,3,2011-11-04 13:15:00,0.12,12577,France,0.36,False,2011-11,2011-11-04,Friday,2010-12,2011-11
550802,22383,LUNCH BAG SUKI DESIGN ,10,2011-04-20 15:21:00,1.65,17120,United Kingdom,16.5,False,2011-04,2011-04-20,Wednesday,2011-04,2011-04
559547,23283,DOORMAT VINTAGE LEAF,2,2011-07-10 15:12:00,7.95,17758,United Kingdom,15.9,False,2011-07,2011-07-10,Sunday,2011-04,2011-07
536984,21784,SHOE SHINE BOX ,1,2010-12-03 14:35:00,9.95,17841,United Kingdom,9.95,False,2010-12,2010-12-03,Friday,2010-12,2010-12
561926,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-08-01 12:48:00,2.1,12749,United Kingdom,12.600000000000001,False,2011-08,2011-08-01,Monday,2011-05,2011-08
574739,22633,HAND WARMER UNION JACK,12,2011-11-06 16:04:00,2.1,16357,United Kingdom,25.200000000000003,False,2011-11,2011-11-06,Sunday,2011-05,2011-11
576696,23169,CLASSIC GLASS COOKIE JAR,6,2011-11-16 12:26:00,4.15,16669,United Kingdom,24.900000000000002,False,2011-11,2011-11-16,Wednesday,2011-09,2011-11
555234,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-06-01 12:54:00,1.25,14515,United Kingdom,30.0,False,2011-06,2011-06-01,Wednesday,2011-05,2011-06
542430,22960,JAM MAKING SET WITH JARS,6,2011-01-28 10:10:00,4.25,13552,United Kingdom,25.5,False,2011-01,2011-01-28,Friday,2011-01,2011-01
564333,23188,VINTAGE  2 METER FOLDING RULER,24,2011-08-24 14:14:00,1.65,13199,United Kingdom,39.599999999999994,False,2011-08,2011-08-24,Wednesday,2010-12,2011-08
572307,22457,NATURAL SLATE HEART CHALKBOARD ,5,2011-10-23 15:23:00,2.95,16905,United Kingdom,14.75,False,2011-10,2011-10-23,Sunday,2010-12,2011-10
548666,40016,CHINESE DRAGON PAPER LANTERNS,36,2011-04-01 14:58:00,0.42,13124,United Kingdom,15.12,False,2011-04,2011-04-01,Friday,2010-12,2011-04
564653,22433,WATERING CAN GREEN DINOSAUR,6,2011-08-26 14:23:00,1.95,14776,United Kingdom,11.7,False,2011-08,2011-08-26,Friday,2011-01,2011-08
547809,22971,QUEENS GUARD COFFEE MUG,1,2011-03-25 13:54:00,2.55,12748,United Kingdom,2.55,False,2011-03,2011-03-25,Friday,2010-12,2011-03
552296,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-05-08 14:09:00,0.85,15518,United Kingdom,10.2,False,2011-05,2011-05-08,Sunday,2011-01,2011-05
565411,23241,TREASURE TIN GYMKHANA DESIGN,2,2011-09-04 11:22:00,2.08,13772,United Kingdom,4.16,False,2011-09,2011-09-04,Sunday,2011-04,2011-09
580757,85104,SILVER GLASS T-LIGHT SET,12,2011-12-06 10:27:00,1.25,13709,United Kingdom,15.0,False,2011-12,2011-12-06,Tuesday,2011-01,2011-12
567656,22573,STAR WOODEN CHRISTMAS DECORATION,1,2011-09-21 14:40:00,1.63,14096,United Kingdom,1.63,False,2011-09,2011-09-21,Wednesday,2011-08,2011-09
537671,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-08 09:20:00,7.95,13267,United Kingdom,15.9,False,2010-12,2010-12-08,Wednesday,2010-12,2010-12
547226,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,4,2011-03-21 15:33:00,4.25,14167,United Kingdom,17.0,False,2011-03,2011-03-21,Monday,2011-01,2011-03
552696,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-10 15:48:00,12.75,13592,United Kingdom,12.75,False,2011-05,2011-05-10,Tuesday,2011-03,2011-05
569571,23374,RED SPOT PAPER GIFT BAG,200,2011-10-05 10:09:00,0.72,16684,United Kingdom,144.0,False,2011-10,2011-10-05,Wednesday,2010-12,2011-10
540027,21873,IF YOU CAN'T STAND THE HEAT MUG,36,2011-01-04 13:30:00,0.42,14210,United Kingdom,15.12,False,2011-01,2011-01-04,Tuesday,2010-12,2011-01
563534,22699,ROSES REGENCY TEACUP AND SAUCER ,12,2011-08-17 11:37:00,2.95,14323,United Kingdom,35.400000000000006,False,2011-08,2011-08-17,Wednesday,2011-04,2011-08
573551,84997C,CHILDRENS CUTLERY POLKADOT BLUE,3,2011-10-31 13:35:00,4.15,15044,United Kingdom,12.450000000000001,False,2011-10,2011-10-31,Monday,2010-12,2011-10
550838,22371,AIRLINE BAG VINTAGE TOKYO 78,2,2011-04-21 11:31:00,4.25,14577,United Kingdom,8.5,False,2011-04,2011-04-21,Thursday,2010-12,2011-04
557484,22900,SET 2 TEA TOWELS I LOVE LONDON ,6,2011-06-20 14:36:00,3.25,14796,United Kingdom,19.5,False,2011-06,2011-06-20,Monday,2010-12,2011-06
572923,22621,TRADITIONAL KNITTING NANCY,12,2011-10-27 08:35:00,1.65,15948,United Kingdom,19.799999999999997,False,2011-10,2011-10-27,Thursday,2011-10,2011-10
577402,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-11-20 10:11:00,1.69,15465,United Kingdom,54.08,False,2011-11,2011-11-20,Sunday,2010-12,2011-11
539044,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2010-12-15 15:47:00,1.45,15727,United Kingdom,5.8,False,2010-12,2010-12-15,Wednesday,2010-12,2010-12
569220,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-10-02 13:26:00,0.65,16007,United Kingdom,5.2,False,2011-10,2011-10-02,Sunday,2011-05,2011-10
574923,23332,IVORY WICKER HEART LARGE,4,2011-11-07 16:40:00,1.65,17757,United Kingdom,6.6,False,2011-11,2011-11-07,Monday,2010-12,2011-11
545188,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-02-28 15:19:00,4.95,14056,United Kingdom,14.850000000000001,False,2011-02,2011-02-28,Monday,2011-02,2011-02
569017,23546,WRAP PAISLEY PARK ,25,2011-09-30 09:22:00,0.42,13813,Germany,10.5,False,2011-09,2011-09-30,Friday,2011-07,2011-09
562540,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-08-05 15:38:00,4.15,17400,United Kingdom,4.15,False,2011-08,2011-08-05,Friday,2010-12,2011-08
543470,22613,PACK OF 20 SPACEBOY NAPKINS,12,2011-02-08 14:58:00,0.85,16951,United Kingdom,10.2,False,2011-02,2011-02-08,Tuesday,2011-02,2011-02
558684,22610,PENS ASSORTED FUNNY FACE,36,2011-07-01 11:29:00,0.19,14016,EIRE,6.84,False,2011-07,2011-07-01,Friday,2010-12,2011-07
557222,20725,LUNCH BAG RED RETROSPOT,10,2011-06-17 13:14:00,1.65,14936,Channel Islands,16.5,False,2011-06,2011-06-17,Friday,2011-03,2011-06
563078,23324,RUSTIC STRAWBERRY JAMPOT LARGE ,12,2011-08-11 16:30:00,2.08,15955,United Kingdom,24.96,False,2011-08,2011-08-11,Thursday,2010-12,2011-08
560106,21868,POTTING SHED TEA MUG,12,2011-07-14 20:01:00,1.25,17554,United Kingdom,15.0,False,2011-07,2011-07-14,Thursday,2011-07,2011-07
563182,23329,DECORATIVE WICKER HEART LARGE,12,2011-08-12 14:33:00,1.65,17122,United Kingdom,19.799999999999997,False,2011-08,2011-08-12,Friday,2011-08,2011-08
553703,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-05-18 14:57:00,2.1,13192,United Kingdom,12.600000000000001,False,2011-05,2011-05-18,Wednesday,2011-05,2011-05
569246,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,7,2011-10-03 09:57:00,0.83,14096,United Kingdom,5.81,False,2011-10,2011-10-03,Monday,2011-08,2011-10
573576,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,5,2011-10-31 14:09:00,3.29,14096,United Kingdom,16.45,False,2011-10,2011-10-31,Monday,2011-08,2011-10
556257,23226,FILIGREE HEART DAISY WHITE,6,2011-06-09 17:47:00,1.25,17576,United Kingdom,7.5,False,2011-06,2011-06-09,Thursday,2010-12,2011-06
580516,21822,GLITTER CHRISTMAS TREE WITH BELLS,6,2011-12-04 14:15:00,0.79,17954,United Kingdom,4.74,False,2011-12,2011-12-04,Sunday,2010-12,2011-12
563718,23199,JUMBO BAG APPLES,20,2011-08-18 16:18:00,2.08,15144,United Kingdom,41.6,False,2011-08,2011-08-18,Thursday,2011-01,2011-08
580830,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-12-06 11:38:00,12.75,14825,United Kingdom,12.75,False,2011-12,2011-12-06,Tuesday,2010-12,2011-12
549324,21495,SKULLS AND CROSSBONES WRAP,25,2011-04-08 10:32:00,0.42,16045,United Kingdom,10.5,False,2011-04,2011-04-08,Friday,2011-02,2011-04
553566,22699,ROSES REGENCY TEACUP AND SAUCER ,12,2011-05-18 09:09:00,2.95,12690,France,35.400000000000006,False,2011-05,2011-05-18,Wednesday,2011-05,2011-05
577543,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-11-20 14:40:00,1.45,17636,United Kingdom,17.4,False,2011-11,2011-11-20,Sunday,2011-11,2011-11
559032,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,200,2011-07-05 14:53:00,0.72,17511,United Kingdom,144.0,False,2011-07,2011-07-05,Tuesday,2010-12,2011-07
573173,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,2011-10-28 10:10:00,0.29,12362,Belgium,6.959999999999999,False,2011-10,2011-10-28,Friday,2011-02,2011-10
564378,90145,SILVER HOOP EARRINGS WITH FLOWER,2,2011-08-25 10:26:00,5.95,12417,Belgium,11.9,False,2011-08,2011-08-25,Thursday,2010-12,2011-08
540972,POST,POSTAGE,3,2011-01-12 14:13:00,18.0,12437,France,54.0,False,2011-01,2011-01-12,Wednesday,2011-01,2011-01
571705,21245,GREEN POLKADOT PLATE ,8,2011-10-18 15:22:00,1.69,12360,Austria,13.52,False,2011-10,2011-10-18,Tuesday,2011-05,2011-10
563563,22273,FELTCRAFT DOLL MOLLY,480,2011-08-17 14:03:00,2.55,16029,United Kingdom,1224.0,False,2011-08,2011-08-17,Wednesday,2010-12,2011-08
558628,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-06-30 17:59:00,1.65,12626,Germany,13.2,False,2011-06,2011-06-30,Thursday,2011-01,2011-06
574716,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-11-06 14:33:00,0.79,14502,United Kingdom,0.79,False,2011-11,2011-11-06,Sunday,2011-01,2011-11
539469,21407,BROWN CHECK CAT DOORSTOP ,1,2010-12-19 13:59:00,4.25,17841,United Kingdom,4.25,False,2010-12,2010-12-19,Sunday,2010-12,2010-12
553845,21535,RED RETROSPOT SMALL MILK JUG,6,2011-05-19 12:38:00,2.55,17675,United Kingdom,15.299999999999999,False,2011-05,2011-05-19,Thursday,2010-12,2011-05
578118,22620,4 TRADITIONAL SPINNING TOPS,12,2011-11-23 10:08:00,1.45,12955,United Kingdom,17.4,False,2011-11,2011-11-23,Wednesday,2011-03,2011-11
573108,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-10-27 15:09:00,0.83,12430,Norway,9.959999999999999,False,2011-10,2011-10-27,Thursday,2011-10,2011-10
580509,POST,POSTAGE,2,2011-12-04 13:45:00,18.0,12719,France,36.0,False,2011-12,2011-12-04,Sunday,2011-10,2011-12
580503,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,3,2011-12-04 13:20:00,0.85,13956,United Kingdom,2.55,False,2011-12,2011-12-04,Sunday,2011-03,2011-12
